"...1","id","Autor","titulo","fecha","Técnica","soporte","dimension","procedencia","url_ficha","url","path","tweet","tweetsize","tuiteadoya"
1133,"P007021","Jean Pillement","Naufragos llegando a la costa","1793 - 1800","Óleo","Lienzo","Alto: 56 cm.; Ancho: 80 cm.","Adquisición, 1984","https://www.museodelprado.es/coleccion/obra-de-arte/naufragos-llegando-a-la-costa/e1418f8d-621f-4508-9574-b048e463b3e5?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e1/e141/e1418f8d-621f-4508-9574-b048e463b3e5/460224b1-86e0-4a8f-990e-779afcb5ad38.jpg","data/images/P007021.jpg","Naufragos llegando a la costa - Jean Pillement (1793 - 1800)  https://www.museodelprado.es/coleccion/obra-de-arte/naufragos-llegando-a-la-costa/e1418f8d-621f-4508-9574-b048e463b3e5?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2095,"O000041/004","Anónimo","Busto de mujer con indumentaria del siglo XVI","Finales del siglo XVI - Principio del siglo XVII","Tallado","Carneola","Alto: 27 mm.; Ancho: 19 mm.; Peso: 4,16 g.; Grosor: 5 mm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/busto-de-mujer-con-indumentaria-del-siglo-xvi/08008250-33a7-4483-a750-2afcff41570d?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/08/0800/08008250-33a7-4483-a750-2afcff41570d/98e25261-0189-4dd2-8955-bb18202f0981.jpg","data/images/O000041-004.jpg","Busto de mujer con indumentaria del siglo XVI - Anónimo (Finales del siglo XVI - Principio del siglo XVII)  https://www.museodelprado.es/coleccion/obra-de-arte/busto-de-mujer-con-indumentaria-del-siglo-xvi/08008250-33a7-4483-a750-2afcff41570d?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1141,"P000742","Francisco de Goya y Lucientes","La maja desnuda","1795 - 1800","Óleo","Lienzo","Alto: 97,3 cm.; Ancho: 190,6 cm.","Palacio de Godoy, Madrid, 1808. Trasladada al Depósito General de Secuestros, situado en el almacén que la Fábrica de Cristales de San Ildefonso tenía en la calle Alcalá, el 18 de diciembre de 1813. Depositada en dependencias del Tribunal de la Inquisición el 28 de noviembre de 1814. Trasladada a la Real Academia de Bellas Artes de San Fernando el 13 de abril de 1836. Custodiada en dependencias privadas de la Academia hasta principios del último tercio del siglo XIX. Ingresó en el Museo del Prado en 1901.","https://www.museodelprado.es/coleccion/obra-de-arte/la-maja-desnuda/65953b93-323e-48fe-98cb-9d4b15852b18?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/65/6595/65953b93-323e-48fe-98cb-9d4b15852b18/d706f075-f599-4797-b8d6-e832fd7c45f8.jpg","data/images/P000742.jpg","La maja desnuda - Francisco de Goya y Lucientes (1795 - 1800)  https://www.museodelprado.es/coleccion/obra-de-arte/la-maja-desnuda/65953b93-323e-48fe-98cb-9d4b15852b18?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1942,"G002129","Francisco de Goya y Lucientes","Ni mas ni menos","1797 - 1799","Aguafuerte; Punta seca; Escoplo; Aguatinta bruñida","Papel verjurado, ahuesado","Alto: 306 mm.; Ancho: 201 mm.; Alto huella de la plancha: 197 mm.; Ancho huella de la plancha: 149 mm.","Colección Plácido Arango Arias; donación Plácido Arango Arias, 1991.","https://www.museodelprado.es/coleccion/obra-de-arte/ni-mas-ni-menos/cad2d62e-9aa4-447e-b9af-642f4407e738?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ca/cad2/cad2d62e-9aa4-447e-b9af-642f4407e738/f1fe0e07-b846-46f5-8208-ce91881fe7d5.jpg","data/images/G002129.jpg","Ni mas ni menos - Francisco de Goya y Lucientes (1797 - 1799)  https://www.museodelprado.es/coleccion/obra-de-arte/ni-mas-ni-menos/cad2d62e-9aa4-447e-b9af-642f4407e738?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2175,"O000492","Anónimo","Vaso de pórfido","Hacia 1650","Esculpido","Madera; Pórfido","Alto: 63 cm.; Ancho: 50 cm.; Fondo: 20 cm.","Colección de Gaspar de Haro y Guzmán, VII marqués del Carpio, Roma, 1676-1682; Colección Real.","https://www.museodelprado.es/coleccion/obra-de-arte/vaso-de-porfido/750a2562-5dd9-4498-a51b-ad48365a97f8?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/75/750a/750a2562-5dd9-4498-a51b-ad48365a97f8/a9babc46-8fe9-429d-89e3-d82b587e2d93.jpg","data/images/O000492.jpg","Vaso de pórfido - Anónimo (Hacia 1650)  https://www.museodelprado.es/coleccion/obra-de-arte/vaso-de-porfido/750a2562-5dd9-4498-a51b-ad48365a97f8?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
494,"P001547","Jacob Jordaens","Ofrenda a Ceres","Hacia 1620","Óleo","Lienzo","Alto: 165 cm.; Ancho: 112 cm.","Colección Real (Palacio del Buen Retiro, Madrid, cuarto del infante don Antonio, 1772, nº 968; Palacio Real, Madrid, pieza de paso al dormitorio, 1814-1818, nº 968).","https://www.museodelprado.es/coleccion/obra-de-arte/ofrenda-a-ceres/bc1339ed-4442-4eab-be44-a53a0dede409?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/bc/bc13/bc1339ed-4442-4eab-be44-a53a0dede409/c9261d4a-72dd-4ddf-85ff-8a0fc2305a0e.jpg","data/images/P001547.jpg","Ofrenda a Ceres - Jacob Jordaens (Hacia 1620)  https://www.museodelprado.es/coleccion/obra-de-arte/ofrenda-a-ceres/bc1339ed-4442-4eab-be44-a53a0dede409?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1553,"D003943","Francisco de Goya y Lucientes","Salvage menos que otros","1808 - 1814","Aguada; Pincel; Tinta de hollín; Tinta parda","Papel verjurado","Alto: 205 mm.; Ancho: 143 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/salvage-menos-que-otros/867301ec-f92d-4dfa-89e9-ceb912d8606a?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/86/8673/867301ec-f92d-4dfa-89e9-ceb912d8606a/a357cd3b-9412-4326-894a-6edf686956ea.jpg","data/images/D003943.jpg","Salvage menos que otros - Francisco de Goya y Lucientes (1808 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/salvage-menos-que-otros/867301ec-f92d-4dfa-89e9-ceb912d8606a?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
896,"P004059","Anónimo","Advertencia contra la sustracción de libros","Hacia 1700","Óleo","Lienzo","Alto: 112 cm.; Ancho: 134 cm.","Posiblemente del Museo de la Trinidad, 1872","https://www.museodelprado.es/coleccion/obra-de-arte/advertencia-contra-la-sustraccion-de-libros/cdc6dfd2-8ce7-4ff3-a573-5953f5eacb84?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/cd/cdc6/cdc6dfd2-8ce7-4ff3-a573-5953f5eacb84/f769f2ba-b176-43bd-830e-4a0e785753a9.jpg","data/images/P004059.jpg","Advertencia contra la sustracción de libros - Anónimo (Hacia 1700)  https://www.museodelprado.es/coleccion/obra-de-arte/advertencia-contra-la-sustraccion-de-libros/cdc6dfd2-8ce7-4ff3-a573-5953f5eacb84?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1994,"G002104","Francisco de Goya y Lucientes","Dios la perdone: Y era su madre","1797 - 1799","Aguafuerte; Aguatinta bruñida","Papel verjurado, ahuesado","Alto: 306 mm.; Ancho: 201 mm.; Alto huella de la plancha: 198 mm.; Ancho huella de la plancha: 149 mm.","Colección Plácido Arango Arias; donación Plácido Arango Arias, 1991.","https://www.museodelprado.es/coleccion/obra-de-arte/dios-la-perdone-y-era-su-madre/09eee9b5-6fc0-4b21-97b8-fa010ace51e0?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/09/09ee/09eee9b5-6fc0-4b21-97b8-fa010ace51e0/c1557354-9666-41b8-a2bc-05f5f44d2749.jpg","data/images/G002104.jpg","Dios la perdone: Y era su madre - Francisco de Goya y Lucientes (1797 - 1799)  https://www.museodelprado.es/coleccion/obra-de-arte/dios-la-perdone-y-era-su-madre/09eee9b5-6fc0-4b21-97b8-fa010ace51e0?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
147,"P001917","Anónimo","Milagro de san Antonio de Padua","Hacia 1500","Óleo","Tabla","Alto: 121 cm.; Ancho: 80 cm.","Colección Real (Monasterio de San Lorenzo de El Escorial, Madrid, pieza del Oratorio inmediato a la antecámara de la Celda Prioral, 1584-1939).","https://www.museodelprado.es/coleccion/obra-de-arte/milagro-de-san-antonio-de-padua/6f4cbdab-bc11-412d-adfe-a647a6b6690f?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6f4c/6f4cbdab-bc11-412d-adfe-a647a6b6690f/b8157c52-852f-4b7e-b8fa-387608796581.jpg","data/images/P001917.jpg","Milagro de san Antonio de Padua - Anónimo (Hacia 1500)  https://www.museodelprado.es/coleccion/obra-de-arte/milagro-de-san-antonio-de-padua/6f4cbdab-bc11-412d-adfe-a647a6b6690f?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1705,"E000437","Taller de Naxos","Pequeño kouros","Hacia 545 a.C.","Esculpido","Mármol","Alto: 37,5 cm.; Ancho: 17 cm.; Fondo: 12,5 cm.","Donación Marius de Zayas, 1944","https://www.museodelprado.es/coleccion/obra-de-arte/pequeo-kouros/367bb97a-ed53-4734-ba62-605350617ae0?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/36/367b/367bb97a-ed53-4734-ba62-605350617ae0/c5b9b3f3-57b2-4862-910b-b300d2021f13.jpg","data/images/E000437.jpg","Pequeño kouros - Taller de Naxos (Hacia 545 a.C.)  https://www.museodelprado.es/coleccion/obra-de-arte/pequeo-kouros/367bb97a-ed53-4734-ba62-605350617ae0?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
781,"P003134","Alonso Cano","San Bernardo y la Virgen","1645 - 1652; 1657 - 1660","Óleo","Lienzo","Alto: 267 cm.; Ancho: 185 cm.","Galería del infante D. Sebastián Gabriel de Borbón, hasta 1835; Museo de la Trinidad, 1835-1861; Infante Sebastián Gabriel, 1861; Alfonso de Borbón y Borbón, 1887-1934; Luis Alfonso de Borbón y Bernaldo de Quirós, II Duque de Ansola, 1934-1942; Manfredo Luis Borbón y Bernaldo de Quirós, I Duque de Hernani, 1942-1964; adquirido a Manuel González para el Museo del Prado, 1968","https://www.museodelprado.es/coleccion/obra-de-arte/san-bernardo-y-la-virgen/25b83887-3b11-4a99-a9b1-3b3050733d6a?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/25/25b8/25b83887-3b11-4a99-a9b1-3b3050733d6a/acc14bff-489b-4b6f-9d02-52419cc2d041.jpg","data/images/P003134.jpg","San Bernardo y la Virgen - Alonso Cano (1645 - 1652; 1657 - 1660)  https://www.museodelprado.es/coleccion/obra-de-arte/san-bernardo-y-la-virgen/25b83887-3b11-4a99-a9b1-3b3050733d6a?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
664,"P001243","Francisco de Zurbarán","Hércules lucha con el león de Nemea","1634","Óleo","Lienzo","Alto: 151 cm.; Ancho: 166 cm.","Colección Real (Palacio del Buen Retiro, Madrid, 1701, nº 264; Buen Retiro, 1794, nº 535).","https://www.museodelprado.es/coleccion/obra-de-arte/hercules-lucha-con-el-leon-de-nemea/ee3ba33e-a694-4024-aeb8-5bfd0df32b49?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/ee3b/ee3ba33e-a694-4024-aeb8-5bfd0df32b49/641d99c0-4916-4899-90f1-aa20c6229a06.jpg","data/images/P001243.jpg","Hércules lucha con el león de Nemea - Francisco de Zurbarán (1634)  https://www.museodelprado.es/coleccion/obra-de-arte/hercules-lucha-con-el-leon-de-nemea/ee3ba33e-a694-4024-aeb8-5bfd0df32b49?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1370,"D006068/009","Francisco de Goya y Lucientes","Academia, figura sentada sobre una sección de fuste estriado sosteniendo un pergamino en sus manos","Hacia 1771","Lápiz negro; Pluma; Tinta ferrogálica","Papel verjurado","Alto: 187 mm.; Ancho: 130 mm.","Colección particular, Palma de Mallorca; Edmund Peel & Asociados, Madrid, 1993; Fervisa S.A, herencia de Manuel Villaescusa, Madrid, 1993; Museo del Prado, 1993.","https://www.museodelprado.es/coleccion/obra-de-arte/academia-figura-sentada-sobre-una-seccion-de/06a66654-15dd-4ff5-8d75-003c73d4943b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/06/06a6/06a66654-15dd-4ff5-8d75-003c73d4943b/47c076ef-6c8a-4301-ae25-819a1db844b0.jpg","data/images/D006068-009.jpg","Academia, figura sentada sobre una sección de fuste estriado sosteniendo un pergamino en sus manos - Francisco de Goya y Lucientes (Hacia 1771)  https://www.museodelprado.es/coleccion/obra-de-arte/academia-figura-sentada-sobre-una-seccion-de/06a66654-15dd-4ff5-8d75-003c73d4943b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1969,"G002158","Francisco de Goya y Lucientes","Devota profesion","1797 - 1799","Aguafuerte; Aguatinta; Punta seca","Papel verjurado, ahuesado","Alto: 306 mm.; Ancho: 201 mm.; Alto huella de la plancha: 206 mm.; Ancho huella de la plancha: 165 mm.","Colección Plácido Arango Arias; donación Plácido Arango Arias, 1991","https://www.museodelprado.es/coleccion/obra-de-arte/devota-profesion/102b7a4b-6855-490c-938b-38e0834c82ce?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/10/102b/102b7a4b-6855-490c-938b-38e0834c82ce/89536d4a-3636-432b-a5ef-807f177a0426.jpg","data/images/G002158.jpg","Devota profesion - Francisco de Goya y Lucientes (1797 - 1799)  https://www.museodelprado.es/coleccion/obra-de-arte/devota-profesion/102b7a4b-6855-490c-938b-38e0834c82ce?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2056,"O000074","Richard Toutain; Anónimo","Jarrito de cristal, sin asa ni pico","1550 - 1575 (Cuerpo); 1560 - 1570 (Guarnición)","Cincelado; Esmaltado; Repujado; Tallado; Engastado","Cristal de roca / cuarzo hialino; Diamante; Esmalte; Oro","Alto: 15,4 cm.; Diámetro: 10,7 cm.; Peso: 987 g.; Diámetro de la base: 5,6 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/jarrito-de-cristal-sin-asa-ni-pico/a7e803aa-bde8-481b-8c6f-c7bb37b14729?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/a7/a7e8/a7e803aa-bde8-481b-8c6f-c7bb37b14729/dbfb6422-bec7-4dcf-ac14-eae3435ce0e6.jpg","data/images/O000074.jpg","Jarrito de cristal, sin asa ni pico - Richard Toutain; Anónimo (1550 - 1575 (Cuerpo); 1560 - 1570 (Guarnición))  https://www.museodelprado.es/coleccion/obra-de-arte/jarrito-de-cristal-sin-asa-ni-pico/a7e803aa-bde8-481b-8c6f-c7bb37b14729?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
241,"P000690","Juan Correa de Vivar","La Natividad","1533 - 1535","Óleo","Tabla","Alto: 228 cm.; Ancho: 183 cm.","Guisando (Ávila), Monasterio de Jerónimo; Museo de la Trinidad, 1875.","https://www.museodelprado.es/coleccion/obra-de-arte/la-natividad/e86ffc7a-08f8-43a2-ab2e-25c690976c5d?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e8/e86f/e86ffc7a-08f8-43a2-ab2e-25c690976c5d/438e220b-0c21-4281-88ac-7bff41f793d9.jpg","data/images/P000690.jpg","La Natividad - Juan Correa de Vivar (1533 - 1535)  https://www.museodelprado.es/coleccion/obra-de-arte/la-natividad/e86ffc7a-08f8-43a2-ab2e-25c690976c5d?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1712,"E000015","Taller romano","Herma","Hacia 150 a.C.","Esculpido","Mármol blanco","Alto: 58 cm.; Ancho: 37 cm.; Fondo: 29 cm.","Colección José Nicolás de Azara; Colección Real.","https://www.museodelprado.es/coleccion/obra-de-arte/herma/d084f0dd-a8f6-4edb-b865-f8477757b0e1?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d084/d084f0dd-a8f6-4edb-b865-f8477757b0e1/ad26a893-bb64-458c-90b9-b7e27e22f8b6.jpg","data/images/E000015.jpg","Herma - Taller romano (Hacia 150 a.C.)  https://www.museodelprado.es/coleccion/obra-de-arte/herma/d084f0dd-a8f6-4edb-b865-f8477757b0e1?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1533,"D006212","Mariano Fortuny y Marsal","Patio con cerdos","Siglo XIX","Pluma","Papel blanco","Alto: 319 mm.; Ancho: 215 mm.","Donación Henriette Nigrin, viuda de Mariano Fortuny y Madrazo, 1950.","https://www.museodelprado.es/coleccion/obra-de-arte/patio-con-cerdos/f28f012b-93a2-40a5-81a9-587eb5a10a3c?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/f2/f28f/f28f012b-93a2-40a5-81a9-587eb5a10a3c/3f281952-a12e-452e-9f8d-367aca9baaab.jpg","data/images/D006212.jpg","Patio con cerdos - Mariano Fortuny y Marsal (Siglo XIX)  https://www.museodelprado.es/coleccion/obra-de-arte/patio-con-cerdos/f28f012b-93a2-40a5-81a9-587eb5a10a3c?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
232,"P000408","Vecellio di Gregorio Tiziano","Federico Gonzaga, I duque de Mantua","1529","Óleo","Tabla","Alto: 125 cm.; Ancho: 99 cm.","Colección I Marqués de Leganés, 1642; Colección Real (Real Alcázar, Madrid, galería del mediodía, 1700, nº 60; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 21; Palacio Real Nuevo, Madrid, antecámara del señor infante don Luis, 1772, nº 21; Museo del Prado, 1821).","https://www.museodelprado.es/coleccion/obra-de-arte/federico-gonzaga-i-duque-de-mantua/5ddb7374-c30a-40db-a5f1-0b1c040588eb?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5ddb/5ddb7374-c30a-40db-a5f1-0b1c040588eb/92f16fbd-33f7-430a-a6cf-88dde83d5e25.jpg","data/images/P000408.jpg","Federico Gonzaga, I duque de Mantua - Vecellio di Gregorio Tiziano (1529)  https://www.museodelprado.es/coleccion/obra-de-arte/federico-gonzaga-i-duque-de-mantua/5ddb7374-c30a-40db-a5f1-0b1c040588eb?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1175,"P002499","Mariano Salvador Maella","El Otoño","1805 - 1806","Óleo","Lienzo","Alto: 144 cm.; Ancho: 74 cm.","Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 207).","https://www.museodelprado.es/coleccion/obra-de-arte/el-otoo/c6aa5a0b-45f1-404d-98b3-8afef67d5123?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c6aa/c6aa5a0b-45f1-404d-98b3-8afef67d5123/6b7974ed-63e0-4267-a154-d4425d858a5c.jpg","data/images/P002499.jpg","El Otoño - Mariano Salvador Maella (1805 - 1806)  https://www.museodelprado.es/coleccion/obra-de-arte/el-otoo/c6aa5a0b-45f1-404d-98b3-8afef67d5123?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1814,"E000274","Leone Leoni; Pompeo Leoni","La emperatriz Isabel","1550 - 1555","Fundido","Bronce","Alto: 177 cm.; Ancho: 84 cm.; Fondo: 93 cm.; Peso: 388 Kg.","Colección Real (Palacio Real Nuevo, Madrid, 1747, nº 27).","https://www.museodelprado.es/coleccion/obra-de-arte/la-emperatriz-isabel/4e61356a-2377-49d4-8cfe-4f861bc6db3d?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/4e/4e61/4e61356a-2377-49d4-8cfe-4f861bc6db3d/3cd442b5-6a49-40bd-bd22-bb5f4a50e4bb.jpg","data/images/E000274.jpg","La emperatriz Isabel - Leone Leoni; Pompeo Leoni (1550 - 1555)  https://www.museodelprado.es/coleccion/obra-de-arte/la-emperatriz-isabel/4e61356a-2377-49d4-8cfe-4f861bc6db3d?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
223,"P000240","Lorenzo Lotto","Micer Marsilio Cassotti y su esposa Faustina","1523","Óleo","Lienzo","Alto: 71 cm.; Ancho: 84 cm.","Colección Real (Real Alcázar, Madrid, pieza donde Su Majestad doría, 1686, s.n.; Palacio Real Nuevo, Madrid, tercera pieza de la Furriera, 1747, nº 167; Palacio del Buen Retiro, Madrid, Galería del Mediodía, 1772, nº 167).","https://www.museodelprado.es/coleccion/obra-de-arte/micer-marsilio-cassotti-y-su-esposa-faustina/799f6e5e-840c-4f33-b9d3-a952874c2293?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/79/799f/799f6e5e-840c-4f33-b9d3-a952874c2293/7a57bfcf-594d-438d-8a1a-9bf3c9862458.jpg","data/images/P000240.jpg","Micer Marsilio Cassotti y su esposa Faustina - Lorenzo Lotto (1523)  https://www.museodelprado.es/coleccion/obra-de-arte/micer-marsilio-cassotti-y-su-esposa-faustina/799f6e5e-840c-4f33-b9d3-a952874c2293?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1649,"D004100","Francisco de Goya y Lucientes","No sabias lo que llebabas a questas?","1812 - 1814","Aguada; Pincel; Tinta de hollín; Tinta parda; Trazos de lápiz negro","Papel verjurado","Alto: 199 mm.; Ancho: 142 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/no-sabias-lo-que-llebabas-a-questas/46aeb9cc-cb59-41ea-8eed-e9ab7c5e103b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/46/46ae/46aeb9cc-cb59-41ea-8eed-e9ab7c5e103b/4bf0af56-3cf5-4ded-bd5b-e738b20bb918.jpg","data/images/D004100.jpg","No sabias lo que llebabas a questas? - Francisco de Goya y Lucientes (1812 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/no-sabias-lo-que-llebabas-a-questas/46aeb9cc-cb59-41ea-8eed-e9ab7c5e103b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
